,aperture,beta,steered,input,output
698,1.0,0.1,True,I am going to a ,"I am going to a  semi-annual (the first one was in June) event called the Haggis Festival in St. John's, Newfoundland. I have been invited to attend by a friend who is a member of the St. John's chapter"
699,1.0,0.1,True,I am going to a ,"I am going to a  church that is not in the United States. I am also going to be taking some time off from my job and traveling for about 2 weeks. I have decided that I will be working on my wedding registry, which is a great idea because it"
700,1.0,0.1,True,I am going to a ,"I am going to a  conference in the next few days and I wanted to get this out there. The American Academy of Family Physicians (AAFP) is not a group that supports the idea of abortion. In fact, they are actively working against it.
The AA"
701,1.0,0.1,True,I am going to a ,"I am going to a  very cool event this weekend. It is the  The Day of the Dark, an annual event held in honor of the Old Gods. The theme for this year's celebration is ""The Coming Storm"". I am not sure what that means exactly"
702,1.0,0.1,True,I am going to a ,"I am going to a  seminal science conference in Paris next week. I am hoping to meet some of the authors of the new paper on how DNA can be used as a way to make living cells self-replicating.
This is an important step forward"
703,1.0,0.1,True,I am going to a ,"I am going to a  seminal public event in my city, and I have been told that I will be ""given"" the opportunity to speak at the event.  This is an extremely rare thing for me, and I have no idea what it means"
704,1.0,0.1,True,I am going to a ,"I am going to a  church that is not in the United States. I am also going to be in the United States for two weeks.
I have been thinking about this, and I think it is important to talk about what it means to be an American.
"
705,1.0,0.2,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
706,1.0,0.2,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
707,1.0,0.2,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
708,1.0,0.2,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
709,1.0,0.2,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
710,1.0,0.2,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
711,1.0,0.2,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
712,1.0,0.2,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
713,1.0,0.2,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
714,1.0,0.2,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
715,1.0,0.2,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this type of conference. I'm looking for a way to help me out with this and would appreciate any advice you have.
I've been using it since 2013"
716,1.0,0.2,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the annual conference of the National Association for Family and Life Education (NALLE) in San Antonio, Texas. The NALLE is a very conservative organization that has been around since 1978.
"
717,1.0,0.2,True,I am going to a ,I am going to a  semi-public college. I am not going to be the one who goes out and buys a gun. I will not be the one who decides what kind of guns are legal and what kinds are illegal. I will not be the one
718,1.0,0.2,True,I am going to a ,"I am going to a  semi-private school in the middle of nowhere. I have been told that this is the only way I can get a good education. I am going to be taking an Advanced Placement (AP) exam next week, and it's important"
719,1.0,0.2,True,I am going to a ,"I am going to a  church that is not in the church that I am attending. I will be using my ""pass"" card and getting into the church. The question is, how do you get in?
What if you are a single person who has never been"
720,1.0,0.2,True,I am going to a ,I am going to a  conference in the next few days and I was wondering if anyone has any advice on how to get my daughter (my only child) to eat healthy. She is a very picky eater and has never been very interested in what I put in her
721,1.0,0.2,True,I am going to a ,"I am going to a  very special event this weekend. I will be at the American Museum of Natural History in New York City on Saturday, September 23rd.
The event is called ""Science: The Art of Discovery"" and it is hosted by the American Museum of"
722,1.0,0.2,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in my class, but I will be the best student in my college. The first few weeks of school are all about learning how to study and what you need to"
723,1.0,0.2,True,I am going to a ,"I am going to a  semi-private  church this weekend. I have been attending church for about 20 years now, and I love it. It is the place where I feel most at home, and it is the place where my family has always felt most"
724,1.0,0.2,True,I am going to a ,I am going to a  church that is not in the US.  The church I am going to is called the  Sisterhood of Perpetual Hope and Joy.   The church has been around for about 30 years and they have been doing this for
725,1.0,0.3,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
726,1.0,0.3,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
727,1.0,0.3,True,I am going to a ,"I am going to a  semi-professional wrestling show in a few days. I am hoping to see some of the wrestlers that are doing the top level shows, but I will also be seeing some of the lesser known guys who are making their way up through the ranks"
728,1.0,0.3,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
729,1.0,0.3,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
730,1.0,0.3,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
731,1.0,0.3,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
732,1.0,0.3,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
733,1.0,0.3,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
734,1.0,0.3,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
735,1.0,0.3,True,I am going to a ,I am going to a  conference in the next few days and I was wondering if there is any way to get my  socks out of the bag without getting them wet. I am thinking that they are not very well made and are not very comfortable. Any help
736,1.0,0.3,True,I am going to a ,"I am going to a  very nice restaurant. I am not going to the place where the owner is a very nice person.
The restaurant is very nice, but it has one thing that I don't like about it. It has a lot of money in it and"
737,1.0,0.3,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in my class, but I will have a good time. The college is not as public as it was in the past, and there are no more classes at all"
738,1.0,0.3,True,I am going to a ,"I am going to a  semi-private school. I am not a student, and my parents do not have the money to pay for my education. So I will be able to take advantage of this private school for the next 4 years. The first year is"
739,1.0,0.3,True,I am going to a ,"I am going to a  church that is going to be doing a new thing. I have been asked if I would be able to go and see the new  thing. I was told that they were doing something called "" The Big Thing "". It is supposed to be"
740,1.0,0.3,True,I am going to a ,I am going to a  conference in the next few days and I was wondering if anyone has any advice on how to get my daughter (my only child) to eat healthy. She is a very picky eater and doesn't like anything that is too sweet or spicy.
741,1.0,0.3,True,I am going to a ,"I am going to a  very special event this weekend. I will be at the American Museum of Natural History in New York City on Saturday, September 23rd.
The event is called ""Science: The Art of Discovery"" and it is hosted by the American Museum of"
742,1.0,0.3,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in my class, but I will be the best student in my college. The first few weeks of school are all about learning how to study and what you need to"
743,1.0,0.3,True,I am going to a ,"I am going to a  semi-private  church this weekend. I have been attending church for about ten years now, and I love it. It is the only place where I feel like I can be myself, and that's a good thing.
I"
744,1.0,0.3,True,I am going to a ,I am going to a  church that is not in the US.  The church I am going to is called the  Sisterhood of Perpetual Hope and Joy.   The church has been around for about 30 years and they have been doing this for
745,1.0,0.4,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
746,1.0,0.4,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
747,1.0,0.4,True,I am going to a ,"I am going to a  semi-professional wrestling show in a few days. I'm excited, but I'm also nervous. I have no idea what to expect. Will the crowd be good? Will they boo me? Will they cheer for me?
My first"
748,1.0,0.4,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
749,1.0,0.4,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
750,1.0,0.4,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
751,1.0,0.4,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
752,1.0,0.4,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very interested"
753,1.0,0.4,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
754,1.0,0.4,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's wrong?
I don't know if"
755,1.0,0.4,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if there is any way to get my  socks for free. I have been wanting to do this for a while now, but it seems like they are not available at the conference."
756,1.0,0.4,True,I am going to a ,"I am going to a  very special event. I will be there for about 3 hours. I have been told that this is a ""private"" event, but I am not sure if that is true.
This is the first time in my life that I"
757,1.0,0.4,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in my class, but I will have a good time. The college is not going to be public, and the students are not going to be as educated as they"
758,1.0,0.4,True,I am going to a ,"I am going to a  semi-private college, and I'm not sure if it's because of the distance or the lack of a degree, but I've been having some issues with my grades. I have a lot of issues with my grades at this school"
759,1.0,0.4,True,I am going to a ,"I am going to a  church that is going to be doing a new thing. I have been asked if I would be able to go and see the new thing. 
The church is in the middle of nowhere, and it will be interesting to see what they are"
760,1.0,0.4,True,I am going to a ,I am going to a  conference in the next few days and I was wondering if anyone has any advice on how to get my daughter (my only child) to eat healthy. She is a very picky eater and doesn't like anything that is too sweet or spicy.
761,1.0,0.4,True,I am going to a ,"I am going to a  very special event this weekend. I will be at the American Museum of Natural History in New York City on Saturday, September 23rd.
The event is called ""Science: The Art of Discovery"" and it is hosted by the American Museum of"
762,1.0,0.4,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in my class, but I will be the best student in my college. The first few weeks of school are all about learning how to study and what you need to"
763,1.0,0.4,True,I am going to a ,"I am going to a  semi-private  church this weekend. I have been attending church for about ten years now, and I love it. It is the only place where I feel like I can be myself, and that's a good thing.
I"
764,1.0,0.4,True,I am going to a ,I am going to a  church that is not in the US.  The church I am going to is called the  Sisterhood of Perpetual Hope and Joy.   The church has been around for about 30 years and they have been doing this for
765,1.0,0.5,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
766,1.0,0.5,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
767,1.0,0.5,True,I am going to a ,"I am going to a  semi-professional wrestling show in a few days. I'm excited, but I'm also nervous. I have no idea what to expect, and I don't want to be disappointed.
I know that the guys who are there will be"
768,1.0,0.5,True,I am going to a ,"I am going to a  semi-annual convention of the National Rifle Association. This is not my first rodeo, but it will be my last. I am an active member of the NRA and have been for many years. I have also been a"
769,1.0,0.5,True,I am going to a ,"I am going to a  church that is not in the United States. I am also going to be speaking at a conference. The first thing I want to do is tell you about my church and why it is important for me.
My church has been around for over"
770,1.0,0.5,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
771,1.0,0.5,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
772,1.0,0.5,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon who has been very open about his faith transition. I have no idea what he believes in and I don't want to be"
773,1.0,0.5,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was invited by my friend John to attend, and I have been looking forward to it for some time. The topic of this"
774,1.0,0.5,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's wrong?
I don't know if"
775,1.0,0.5,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if there is any way to get my  socks for free. I have been wanting to do this for a while now, but it seems like they are not available at the conference."
776,1.0,0.5,True,I am going to a ,"I am going to a  very special event. I will be at the event, and I will be in a  very  special place.
The event is called ""The Good, The Bad, and The Ugly"" (TGU) and"
777,1.0,0.5,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in the class, but I will have a good time. The college is not going to be public, and it is also not going to be an Ivy League school"
778,1.0,0.5,True,I am going to a ,"I am going to a  semi-annual (it's only been about 2 months) tour of the United States, and I'm trying to figure out what I want to do with my life.  I have been planning this for a while"
779,1.0,0.5,True,I am going to a ,"I am going to a  church that is going to be 
I am going to a church that is going to be
I am going to a church that is going to be
A little bit of an introduction: I'm an atheist, and I'm writing this"
780,1.0,0.5,True,I am going to a ,I am going to a  conference in the next few days and I was wondering if anyone has any advice on how to get my daughter (my only child) to eat healthy. She is a very picky eater and doesn't like anything that is too sweet or spicy.
781,1.0,0.5,True,I am going to a ,"I am going to a  very special event this weekend. I will be at the American Museum of Natural History in New York City on Saturday, September 23rd.
The event is called ""Science: The Art of Discovery"" and it is hosted by the American Museum of"
782,1.0,0.5,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in my class, but I will be the best student in my college. The first few weeks of school are all about learning how to study and what you need to"
783,1.0,0.5,True,I am going to a ,"I am going to a  semi-private  church this weekend. I have been attending church for about ten years now, and I love it. It is the only place where I feel like I can be myself, and that's a good thing.
I"
784,1.0,0.5,True,I am going to a ,I am going to a  church that is not in the US.  The church I am going to is called the  Sisterhood of Perpetual Hope and Joy.   The church has been around for about 30 years and they have been doing this for
785,1.0,0.6,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty large list of projects that need to be done, but it would be nice to have some help.
Here is my list:
"
786,1.0,0.6,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
787,1.0,0.6,True,I am going to a ,"I am going to a  semi-professional wrestling show in a few days. I'm excited, but I'm also nervous. I have no idea what to expect, and I don't want to be disappointed.
I know that the guys who are there will be"
788,1.0,0.6,True,I am going to a ,"I am going to a  semi-annual convention of the National Rifle Association. This is not my first rodeo, but it will be my last. I am an active member of the NRA and have been for many years. I have also been a"
789,1.0,0.6,True,I am going to a ,"I am going to a  church that is not in the United States. I am also going to be speaking at a conference. The first thing I want to do is tell you about my church and why it is important for me.
My church has been around for over"
790,1.0,0.6,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty large closet full of vintage dresses and would like to get rid of them, but it's not really something that I can just do on"
791,1.0,0.6,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
792,1.0,0.6,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in my class, but I will be able to pay for my own books and supplies. I'm also not going to have a job, so if I need money"
793,1.0,0.6,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I'm excited about it, but also a little nervous. I've been attending these conferences for many years now and they have always"
794,1.0,0.6,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's wrong?
I don't know if"
795,1.0,0.6,True,I am going to a ,"I am going to a  conference in the UK this week and I was asked by my host to make a cake for the conference. I have made many cakes before, but never one with this type of flavour.
I have been making my own breads for some time"
796,1.0,0.6,True,I am going to a ,"I am going to a  very special event. I'm going to the World of Warcraft Arena, and I'm going to be in the World of Warcraft Arena for at least one hour. I have never been in the World of Warcraft Arena before, but I know"
797,1.0,0.6,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in the class, but I will have a good time. The college is not going to be public, and it is also not going to be an Ivy League school"
798,1.0,0.6,True,I am going to a ,"I am going to a  semi-annual (it's only been about 2 months) tour of the United States, and I'm planning on doing some pretty interesting things. I have a couple of things planned that are pretty cool, but they are"
799,1.0,0.6,True,I am going to a ,"I am going to a  church that is going to be 
I am going to a church that is going to be
I am going to a church that is going to be
A little bit of an introduction: I'm an atheist, and I'm writing this"
800,1.0,0.6,True,I am going to a ,I am going to a  conference in the next few days and I was wondering if anyone has any advice on how to get my daughter (my only child) to eat healthy. She is a very picky eater and doesn't like anything that is too sweet or spicy.
801,1.0,0.6,True,I am going to a ,"I am going to a  very special event this weekend. I will be at the American Museum of Natural History in New York City on Saturday, September 23rd.
The event is called ""Science: The Art of Discovery"" and it is hosted by the American Museum of"
802,1.0,0.6,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in my class, but I will be the best student in my college. The first few weeks of school are all about learning how to study and what you need to"
803,1.0,0.6,True,I am going to a ,"I am going to a  semi-private  church this weekend. I have been attending church for about 20 years now, and I love it. It is the place where I feel most at home, and it is the place where my family has always felt most"
804,1.0,0.6,True,I am going to a ,I am going to a  church that is not in the US.  The church I am going to is called the  Sisterhood of Perpetual Hope and Joy.   The church has been around for about 30 years and they have been doing this for
805,1.0,0.7,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty large list of projects that need to be done, but it would be nice to have some help.
Here is my list:
"
806,1.0,0.7,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of all things dope.
It's held in New York City every year on April 20th, and is the largest gathering of dope heads in the"
807,1.0,0.7,True,I am going to a ,"I am going to a  semi-professional wrestling show in a few days. I'm excited, but I'm also nervous. I have no idea what to expect. Will the crowd be good? Will they boo me? Will they cheer for me?
I've"
808,1.0,0.7,True,I am going to a ,"I am going to a  semi-annual convention of the National Rifle Association. This is not my first rodeo, but it will be my last. I am an active member of the NRA and have been for over 30 years. I am also a"
809,1.0,0.7,True,I am going to a ,"I am going to a  church that is not in the United States. I am also going to be speaking at a conference. The first thing I want to do is tell you about my church and why it is important for me.
My church has been around for over"
810,1.0,0.7,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty large closet full of vintage dresses and would like to get rid of them, but it's not really something that I can just do on"
811,1.0,0.7,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
812,1.0,0.7,True,I am going to a ,"I am going to a  semi-public college. I am currently taking classes in the department of economics, and I have decided to apply for a full-time job at the end of my first semester.
I was wondering if anyone had any advice on how"
813,1.0,0.7,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I'm excited about it, but also a little nervous. I've been attending these conferences for many years now and they have always"
814,1.0,0.7,True,I am going to a ,"I am going to a  church that is not in the United States. I am looking for a place where I can be safe and where I can feel comfortable. The church is called Church of the Brethren, and it is located in San Diego, California. It has"
815,1.0,0.7,True,I am going to a ,"I am going to a  conference in the UK this week and I was asked if I would be able to help with any of the programming for the conference. 
I was also asked if I would be able to help with some of the programming for a conference in Germany"
816,1.0,0.7,True,I am going to a ,"I am going to a  very special event. I'm going to the World of Warcraft Arena, and I'm going to be in the World of Warcraft Arena for at least one hour. I have never been in the World of Warcraft Arena before, but I know"
817,1.0,0.7,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in the class, but I will have a good time. The college is not going to be public, and it is also not going to be an Ivy League school"
818,1.0,0.7,True,I am going to a ,"I am going to a  semi-annual (it's only been about 2 months) tour of the United States, and I'm planning on doing some pretty interesting things. I have a couple of things planned that are pretty cool, but they are"
819,1.0,0.7,True,I am going to a ,"I am going to a  church that is going to be 
I am going to a church that is going to be
I am going to a church that is going to be
A little bit of an introduction: I'm an atheist, and I'm writing this"
820,1.0,0.7,True,I am going to a ,"I am going to a  conference in the next few days and I will be attending a talk by someone who is working on an algorithm for finding the shortest path between two points. The talk will focus on how to find the shortest path between two points that are not connected,"
821,1.0,0.7,True,I am going to a ,"I am going to a  very special event this weekend. I will be at the American Museum of Natural History in New York City on Saturday, September 23rd.
The event is called ""Science: The Art of Discovery"" and it is hosted by the American Museum of"
822,1.0,0.7,True,I am going to a ,I am going to a  semi-private meeting in my office with some of the other leaders of the Church. I have been invited to this meeting because I am on a mission and I have been asked to give a talk. The topic is how we can
823,1.0,0.7,True,I am going to a ,"I am going to a  semi-private  church this weekend. I have been attending church for about 20 years now, and I love it. It is the place where I feel most at home, and it is the place where my family has always felt most"
824,1.0,0.7,True,I am going to a ,I am going to a  church that is not in the US.  The church I am going to is called the  Sisterhood of Perpetual Hope and Joy.   The church has been around for about 30 years and they have been doing this for
825,1.0,0.8,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty large list of projects that need to be done, but it would be nice to have some help.
Here is my list:
"
826,1.0,0.8,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of all things dope.
It's held in New York City every year on April 20th, and is the largest gathering of dope heads in the"
827,1.0,0.8,True,I am going to a ,"I am going to a  semi-professional wrestling show in a few days. I'm excited, but I'm also nervous. I have no idea what to expect. Will the crowd be good? Will they boo me? Will they cheer for me?
I've"
828,1.0,0.8,True,I am going to a ,"I am going to a  semi-annual convention of the National Rifle Association. This is my first time attending, and I'm really excited about it. I've been reading about this convention for a while now, and I'm really looking forward to it"
829,1.0,0.8,True,I am going to a ,"I am going to a  church that is not in the United States. I am also going to be speaking at a conference. The first thing I want to do is tell you about my church and why it is important for me.
My church has been around for over"
830,1.0,0.8,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty large closet full of vintage dresses and would like to get rid of them, but it's not really something that I can just do on"
831,1.0,0.8,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
832,1.0,0.8,True,I am going to a ,"I am going to a  semi-public college. I am currently taking classes in the department of economics, and I have decided to apply for a full-time job at the end of my first semester.
I'm pretty sure that most people who are considering"
833,1.0,0.8,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I'm excited about it, but also a little nervous. I've been attending these conferences for many years now and they're always"
834,1.0,0.8,True,I am going to a ,"I am going to a  church that is not in the United States. I am looking for a place where I can be safe and where I can feel comfortable. The church is called Church of the Brethren, and it is located in San Diego, California. It has"
835,1.0,0.8,True,I am going to a ,I am going to a  party with my friends. We are all in our 20s and we are all in our 20s because we were all in their 20s when they were still alive.  We will be there for about 2 hours and I am going to
836,1.0,0.8,True,I am going to a ,"I am going to a  very special event. I'm going to the World of Warcraft Arena, and I'm going to be in the World of Warcraft Arena for at least one hour. I have never been in the World of Warcraft Arena before, but I know"
837,1.0,0.8,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in the class, but I will have a good time. The college is not going to be public, and it is also not going to be an Ivy League school"
838,1.0,0.8,True,I am going to a ,"I am going to a  semi-annual (it's only been about 2 months) tour of the United States, and I'm planning on doing some pretty interesting things. I'll be visiting the Smithsonian, but also doing some things that are very"
839,1.0,0.8,True,I am going to a ,"I am going to a  church that is going to be 
I am going to a church that is going to be
I am going to a church that is going to be
A little bit of an introduction: I'm an atheist, and I'm writing this"
840,1.0,0.8,True,I am going to a ,"I am going to a  conference in the next few days and I will be attending a talk by someone who is working on an algorithm for finding the shortest path between two points. The talk will focus on how to find the shortest path between two points that are not connected,"
841,1.0,0.8,True,I am going to a ,"I am going to a  very special event this weekend. I will be at the American Museum of Natural History in New York City on Saturday, September 23rd.
The event is called ""Science: The Art of Discovery"" and it is hosted by the American Museum of"
842,1.0,0.8,True,I am going to a ,I am going to a  semi-private meeting in my office with some of the other leaders of the Church. I have been invited to this meeting because I am on a mission and I have been asked to give a talk. The topic is how we can
843,1.0,0.8,True,I am going to a ,"I am going to a  semi-private  church this weekend. I have been attending church for about 20 years now, and I love it. It is the place where I feel most at home, and it is the place where my family has always felt most"
844,1.0,0.8,True,I am going to a ,I am going to a  church that is not in the US.  The church I am going to is called the  Sisterhood of Perpetual Hope and Joy.   The church has been around for about 30 years and they have been doing this for
845,1.0,0.9,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty large list of projects that need to be done, but it would be nice to have some help.
Here is my list:
"
846,1.0,0.9,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of all things dope.
It's held in New York City every year on April 20th, and is the largest gathering of dope heads in the"
847,1.0,0.9,True,I am going to a ,"I am going to a  semi-professional wrestling show in a few days. I'm excited, but I'm also nervous. I have no idea what to expect. Will the crowd be good? Will they boo me? Will they cheer for me?
I've"
848,1.0,0.9,True,I am going to a ,"I am going to a  semi-annual convention of the National Rifle Association. This is my first time attending, and I'm really excited about it. I've been reading about this convention for a while now, and I'm pretty sure that it's"
849,1.0,0.9,True,I am going to a ,"I am going to a  church that is not in the United States. I am also going to be speaking at a conference. The first thing I want to do is tell you about my church and why it is important for me.
My church has been around for over"
850,1.0,0.9,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty large closet full of vintage dresses and would like to get rid of them, but it's not really something that I can just do on"
851,1.0,0.9,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
852,1.0,0.9,True,I am going to a ,"I am going to a  semi-public college. I am currently taking classes in the department of economics, and I have decided to apply for a full-time job at the end of my first semester.
I'm pretty sure that most people who are considering"
853,1.0,0.9,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have been invited to speak about my book, The Case for Christ . I will be speaking on Sunday, April 24th at 10:00am in"
854,1.0,0.9,True,I am going to a ,"I am going to a  church that is not in the United States. I am looking for a place where I can be safe and where I can feel comfortable. The church is called Church of the Brethren, and it is located in San Diego, California. It has"
855,1.0,0.9,True,I am going to a ,I am going to a  party with my friends. We are all in our 20s and we are all in our 20s because we were all in their 20s when they were still alive.  We will be there for about 2 hours and I am going to
